Title;Features.Handheld?;Features.Max Players;Features.Multiplatform?;Features.Online?;Metadata.Genres;Metadata.Licensed?;Metadata.Publishers;Metadata.Sequel?;Metrics.Review Score;Metrics,Sales;Metrics,Used Price;Release.Console;Release.Rating;Release.Re-release?;Release.Year;Length.All PlayStyles.Average;Length.All PlayStyles.Leisure;Length.All PlayStyles.Median;Length.All PlayStyles.Polled;Length.All PlayStyles.Rushed;Length.Completionists.Average;Length.Completionists.Leisure;Length.Completionists.Median;Length.Completionists.Polled;Length.Completionists.Rushed;Length.Main + Extras.Average;Length.Main + Extras.Leisure;Length.Main + Extras.Median;Length.Main + Extras.Polled;Length.Main + Extras.Rushed;Length.Main Story.Average;Length.Main Story.Leisure;Length.Main Story.Median;Length.Main Story.Polled;Length.Main Story.Rushed
Porsche Challenge;True;2;False;False;Sports,Action,Strategy,Role;False;Namco,Ubisoft;True;85;0,22;9,95;X360;E;True;1997;17.5;18.75;17.5;2;16.25;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;17.5;18.75;17.5;2;16.25
The Incredible Hulk;True;2;True;True;Action,Strategy,Figth,Simulation;True;THQ;True;86;0,17;9,95;PlayStation 3;T;True;2003;17.5;18.75;17.5;2;16.25;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;17.5;18.75;17.5;2;16.25
Serious Sam HD: Gold Edition;True;2;False;False;Sports,Action,Role,Figth,Racing,Simulation;False;Microsoft,SquareEnix;False;81;0,15;9,95;X360;M;True;2011;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Commandos 2: Men of Courage;False;2;True;False;Sports,Action,Role,Driving,Racing;True;Namco,Ubisoft;True;73;0,14;9,95;PlayStation 3;T;True;2002;12.0;12.0;12.0;1;12.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;12.0;12.0;12.0;1;12.0
Samurai Warriors 2;True;2;True;False;Sports,Action,RPG,Driving,Figth,Racing,Simulation;True;Nintendo,Sega;True;63;0,12;9,95;PlayStation 3;M;False;2006;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Bravely Default: Flying Fairy;False;3;False;False;Sports,Strategy,Role,Driving,Racing,Simulation;True;Nintendo,SquareEnix;True;74;0,08;9,95;PlayStation 3;E;True;2012;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Galidor: Defenders of the Outer Dimension;True;1;True;False;Sports,RPG,Strategy,Role,Racing,Simulation;True;Capcom,Rockstar;True;19;0,04;9,95;Nintendo Wii;M;False;2002;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Time Crisis: Crisis Zone;True;4;True;False;Role,Figth;True;EA,Namco;False;39;0,02;9,95;Nintendo DS;E;False;2004;1.0;1.0;1.0;1;1.0;1.0;1.0;1.0;1;1.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Monkey Madness: Island Escape;True;2;True;False;Action,Role,Simulation;False;Atari,Namco;False;77;2,42;9,95;X360;M;True;2010;15.133.333.333.333.300;25.033.333.333.333.300;13.716.666.666.666.600;85;10.366.666.666.666.600;22.0;29.316.666.666.666.600;24.016.666.666.666.600;31;15.0;14.216.666.666.666.600;17.8;15.0;18;10.916.666.666.666.600;9.7;13.616.666.666.666.600;10.0;36;8.083.333.333.333.330
The Godfather;False;4;False;True;Action,Strategy,Role,Driving,Figth,Simulation;True;Nintendo,Sega;True;75;2,04;9,95;X360;E;True;2006;6.7;11.883.333.333.333.300;5.0;28;4.416.666.666.666.660;12.85;15.533.333.333.333.300;13.5;6;9.7;7.166.666.666.666.660;8.033.333.333.333.330;7.0;3;6.283.333.333.333.330;4.683.333.333.333.330;5.416.666.666.666.660;5.0;19;39.166.666.666.666.600
IL-2 Sturmovik: Birds of Prey;True;1;False;False;Action,RPG,Role,Racing;True;Microsoft;False;67;1,84;9,95;X360;E;True;2009;7.883.333.333.333.330;8.566.666.666.666.660;8.0;5;7.083.333.333.333.330;0.0;0.0;0.0;0;0.0;8.583.333.333.333.330;8.883.333.333.333.330;8.583.333.333.333.330;2;8.283.333.333.333.330;7.4;7.85;8.0;3;6.966.666.666.666.660
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune;False;4;True;True;Strategy,Figth;True;Atari,Namco;True;70;0,91;9,95;X360;E;False;2012;11.3;4.606.666.666.666.660;5.0;27;5.566.666.666.666.660;6.801.666.666.666.660;6.801.666.666.666.660;6.801.666.666.666.660;1;6.801.666.666.666.660;27.633.333.333.333.300;53.2;17.2;5;13.7;4.716.666.666.666.660;6.416.666.666.666.660;4.933.333.333.333.330;21;39.166.666.666.666.600
Katekyoo Hitman Reborn! Battle Arena;True;4;False;False;Action,Role,Figth;True;Eidos;False;55;0,17;9,95;X360;T;False;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Cartoon Network Collection: Game Boy Advance Video Platinum Edition;True;3;False;False;Sports,Action,Figth,Simulation;False;Konami;True;74;0,14;9,95;Sony PSP;E;True;2005;21.8;32.0;23.0;21;16.45;40.8;4.121.666.666.666.660;40.8;2;40.4;20.983.333.333.333.300;26.233.333.333.333.300;24.0;13;16.833.333.333.333.300;17.25;21.933.333.333.333.300;14.5;6;13.183.333.333.333.300
WWE SmackDown vs. Raw 2009;True;2;False;False;Sports,RPG,Strategy,Figth,Racing;True;Sony;False;57;0,06;10,95;Nintendo DS;T;True;2008;13.566.666.666.666.600;13.566.666.666.666.600;13.566.666.666.666.600;1;13.566.666.666.666.600;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;13.566.666.666.666.600;13.566.666.666.666.600;13.566.666.666.666.600;1;13.566.666.666.666.600
Tom Clancy's Splinter Cell: Double Agent;True;1;True;False;RPG,Strategy,Driving,Simulation;False;Namco,Ubisoft;True;54;0,19;10,95;Nintendo DS;M;True;2006;12.816.666.666.666.600;15.116.666.666.666.600;11.65;4;11.116.666.666.666.600;11.65;11.816.666.666.666.600;11.65;2;11.483.333.333.333.300;0.0;0.0;0.0;0;0.0;14.0;16.0;14.0;2;12.0
Ship Simulator 2008;True;2;True;False;Sports,RPG,Simulation;False;Capcom,Rockstar;True;79;0,31;11,95;X360;T;False;2007;10.033.333.333.333.300;14.55;10.2;43;7.283.333.333.333.330;17.0;17.0;17.0;1;17.0;11.433.333.333.333.300;15.1;11.0;12;9.483.333.333.333.330;9.25;10.7;8.95;30;6.783.333.333.333.330
Tom Clancy's Ghost Recon: Future Soldier;False;4;False;True;Sports,Action,Strategy,Figth,Racing,Simulation;True;Sony,Ubisoft;False;56;0,18;11,95;Nintendo DS;E;False;2012;12.166.666.666.666.600;16.666.666.666.666.600;1.5;5;0.9;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;12.166.666.666.666.600;16.666.666.666.666.600;1.5;5;0.9
Finding Nemo;True;4;False;False;RPG,Strategy,Driving,Figth,Racing,Simulation;True;Nintendo;True;63;0,24;11,95;Nintendo DS;E;False;2003;26.833.333.333.333.300;31.666.666.666.666.600;2.5;4;2.283.333.333.333.330;3.75;3.75;3.75;1;3.75;28.333.333.333.333.300;28.333.333.333.333.300;28.333.333.333.333.300;1;28.333.333.333.333.300;20.833.333.333.333.300;21.166.666.666.666.600;20.833.333.333.333.300;2;2.033.333.333.333.330
Gex;True;3;False;False;Role,Simulation;True;Eidos;False;80;0,08;11,95;X360;E;False;1995;37.0;50.5;37.0;2;23.5;64.0;64.0;64.0;1;64.0;0.0;0.0;0.0;0;0.0;10.0;10.0;10.0;1;10.0
FIFA Soccer 97;True;2;True;True;RPG,Strategy,Figth;False;Konami;True;74;0,06;11,95;Sony PSP;E;True;1996;12.0;12.0;12.0;1;12.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;12.0;12.0;12.0;1;12.0
The Secret Saturdays: Beasts of the 5th Sun;False;3;True;False;Strategy,Figth,Simulation;False;EA,Sony;True;20;1,1;11,95;Nintendo DS;E;False;2009;0.9833333333333333;24.833.333.333.333.300;0.11666666666666667;5;0.31666666666666665;4.416.666.666.666.660;4.416.666.666.666.660;4.416.666.666.666.660;1;4.416.666.666.666.660;0.0;0.0;0.0;0;0.0;0.11666666666666667;0.16666666666666666;0.1;4;0.08333333333333333
Army of Two: The 40th Day;True;4;False;True;Sports,RPG,Strategy,Driving,Figth,Simulation;False;Konami;False;63;0,5;11,95;X360;E;False;2010;10.833.333.333.333.300;16.283.333.333.333.300;10.316.666.666.666.600;18;7.883.333.333.333.330;10.816.666.666.666.600;10.816.666.666.666.600;10.816.666.666.666.600;1;10.816.666.666.666.600;12.55;16.966.666.666.666.600;11.316.666.666.666.600;7;10.966.666.666.666.600;9.633.333.333.333.330;12.483.333.333.333.300;9.666.666.666.666.660;10;7.416.666.666.666.660
Killer Instinct (2013);False;2;True;False;Action,Role,Driving,Figth;True;Eidos;True;60;0,31;11,95;Nintendo DS;E;False;2013;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
NHL 16;False;4;False;True;Sports,RPG,Strategy,Driving,Figth,Simulation;True;Namco,Ubisoft;False;38;0,15;11,95;X360;T;False;2015;10.883.333.333.333.300;11.666.666.666.666.600;10.5;3;10.083.333.333.333.300;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;10.883.333.333.333.300;11.666.666.666.666.600;10.5;3;10.083.333.333.333.300
Family Fortunes;False;4;True;False;Action,Strategy,Role,Driving,Simulation;False;Nintendo,Sega;False;63;0,03;11,95;Nintendo DS;T;True;2009;7.733.333.333.333.330;8.75;7.0;3;6.7;0.0;0.0;0.0;0;0.0;10.15;10.15;10.15;1;10.15;6.516.666.666.666.660;6.75;6.516.666.666.666.660;2;6.283.333.333.333.330
Di-Gata Defenders;True;4;False;False;Action,Strategy,Racing,Simulation;True;THQ;True;70;0,27;11,95;Nintendo DS;M;False;2008;30.25;33.233.333.333.333.300;30.25;2;27.266.666.666.666.600;0.0;0.0;0.0;0;0.0;36.233.333.333.333.300;36.233.333.333.333.300;36.233.333.333.333.300;1;36.233.333.333.333.300;24.266.666.666.666.600;24.266.666.666.666.600;24.266.666.666.666.600;1;24.266.666.666.666.600
GT64 Championship Edition;True;1;False;False;Sports,Strategy,Figth,Simulation;True;Nintendo;True;85;0,17;11,95;Sony PSP;M;True;1998;17.266.666.666.666.600;11.303.333.333.333.300;7.3;22;7.983.333.333.333.330;110.2;16.198.333.333.333.300;110.2;2;58.4;11.05;15.0;9.0;5;8.733.333.333.333.330;6.95;8.733.333.333.333.330;7.0;15;5.333.333.333.333.330
Alone in the Dark: The New Nightmare;False;2;False;True;Driving,Racing,Simulation;False;Sony;True;58;0,03;11,95;Nintendo DS;T;True;2018;5.066.666.666.666.660;6.983.333.333.333.330;4.866.666.666.666.660;22;4.15;5.05;5.5;5.0;5;4.75;4.516.666.666.666.660;4.616.666.666.666.660;4.5;3;4.416.666.666.666.660;5.183.333.333.333.330;7.033.333.333.333.330;5.0;14;4.2
JGTC: All-Japan Grand Touring Car Championship;False;4;False;False;Action,RPG,Strategy,Figth,Racing;False;Microsoft,SquareEnix;False;81;0,49;12,95;Sony PSP;E;True;1998;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Pinball Hall of Fame: The Williams Collection;True;1;False;True;RPG,Role,Figth,Racing;False;Rockstar;True;67;0,41;12,95;Nintendo DS;M;True;2008;21.933.333.333.333.300;25.5;20.0;7;16.733.333.333.333.300;30.033.333.333.333.300;30.033.333.333.333.300;30.033.333.333.333.300;2;30.033.333.333.333.300;20.833.333.333.333.300;25.2;20.0;3;16.45;15.5;15.75;15.5;2;15.25
MLB Front Office Manager;False;1;False;False;Sports,RPG,Strategy,Role;False;Nintendo;True;44;0,92;12,95;Nintendo DS;T;True;2009;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Cardfight!! Vanguard: Ride to Victory;False;3;True;False;Action,Strategy,Role,Driving,Figth,Racing,Simulation;False;Microsoft,SquareEnix;False;63;0,56;12,95;Sony PSP;T;False;2013;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Dark Messiah of Might and Magic Elements;False;2;True;True;RPG,Strategy,Driving,Figth;False;Sony;False;68;0,56;12,95;Sony PSP;M;True;2008;21.0;21.5;21.0;2;20.5;0.0;0.0;0.0;0;0.0;22.0;22.0;22.0;1;22.0;20.0;20.0;20.0;1;20.0
Dance Dance Revolution: Mario Mix (JP sales);True;1;True;True;Action,Strategy,Role,Driving,Racing;False;EA,Namco;False;88;0,45;12,95;Sony PSP;E;False;2005;9.516.666.666.666.660;14.583.333.333.333.300;8.8;8;6.383.333.333.333.330;0.0;0.0;0.0;0;0.0;14.2;16.55;12.0;3;11.85;6.716.666.666.666.660;9.666.666.666.666.660;6.0;5;4.983.333.333.333.330
Ridge Racer Unbounded;False;1;False;True;Action,Strategy,Role;True;Eidos;False;59;0,3;12,95;Sony PSP;M;False;2012;7.066.666.666.666.660;8.266.666.666.666.660;6.0;5;5.583.333.333.333.330;0.0;0.0;0.0;0;0.0;8.566.666.666.666.660;9.566.666.666.666.660;9.716.666.666.666.660;3;7.566.666.666.666.660;4.816.666.666.666.660;4.9;4.816.666.666.666.660;2;4.733.333.333.333.330
Leisure Suit Larry: Magna Cum Laude;False;2;False;True;Sports,RPG,Strategy,Role,Driving;True;SquareEnix;True;65;0,18;12,95;Nintendo DS;T;False;2004;4.35;5.75;26.666.666.666.666.600;6;2.9;0.0;0.0;0.0;0;0.0;8.0;8.0;8.0;1;8.0;36.166.666.666.666.600;5.516.666.666.666.660;2.45;5;26.666.666.666.666.600
Star Wars: Battlefront II;False;3;True;True;Sports,Action,RPG,Figth,Racing,Simulation;False;Microsoft;True;72;0,13;12,95;Sony PSP;E;False;2005;23.0;24.5;23.0;2;21.5;0.0;0.0;0.0;0;0.0;23.0;24.5;23.0;2;21.5;0.0;0.0;0.0;0;0.0
NASCAR Thunder 2002;False;4;False;False;Action,RPG,Role,Driving,Racing,Simulation;False;Nintendo;True;83;0,13;12,95;Nintendo DS;T;False;2001;15.1;23.616.666.666.666.600;13.366.666.666.666.600;39;11.616.666.666.666.600;22.616.666.666.666.600;25.4;25.0;5;19.483.333.333.333.300;16.283.333.333.333.300;24.316.666.666.666.600;15.0;13;12.816.666.666.666.600;12.583.333.333.333.300;14.183.333.333.333.300;12.166.666.666.666.600;21;10.683.333.333.333.300
Barbie and the Magic of Pegasus;False;1;True;False;Driving,Figth,Racing,Simulation;True;Nintendo,Sega;False;51;0,12;12,95;Nintendo DS;E;False;2005;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Broken Sword: The Sleeping Dragon;True;1;True;False;Action,RPG,Strategy,Driving,Figth;False;Sony,Ubisoft;False;80;0,12;12,95;Sony PSP;E;False;2003;14.833.333.333.333.300;19.95;15.0;15;12.583.333.333.333.300;0.0;0.0;0.0;0;0.0;17.616.666.666.666.600;20.9;16.0;5;14.6;13.45;14.9;14.2;10;12.033.333.333.333.300
Front Mission Evolved;True;1;False;False;RPG,Strategy,Figth;True;Konami;False;43;0,11;12,95;Sony PSP;E;True;2010;4.716.666.666.666.660;5.083.333.333.333.330;4.716.666.666.666.660;2;4.35;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;4.716.666.666.666.660;5.083.333.333.333.330;4.716.666.666.666.660;2;4.35
North American Hunting Extravaganza 2;False;4;True;True;RPG,Role,Driving,Racing;False;Activision,Sony;True;79;1,15;12,95;X360;M;False;2010;8.866.666.666.666.660;14.466.666.666.666.600;9.0;92;6.55;12.7;15.6;9.7;3;9.8;9.516.666.666.666.660;12.733.333.333.333.300;9.4;15;8.483.333.333.333.330;8.566.666.666.666.660;13.266.666.666.666.600;8.483.333.333.333.330;74;6.35
Adventure Island;True;4;False;False;Sports,RPG,Strategy,Role,Driving,Racing,Simulation;True;Namco,Sony;True;51;0,82;12,95;Nintendo Wii;E;False;1986;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Kiniro no Corda 3;True;3;False;False;Action,Figth;False;THQ;False;48;0,49;12,95;Sony PSP;T;False;2010;11.85;13.783.333.333.333.300;11.85;2;9.916.666.666.666.660;15.7;15.7;15.7;1;15.7;0.0;0.0;0.0;0;0.0;8.0;8.0;8.0;1;8.0
F.E.A.R.;False;3;True;False;Figth;False;Activision;False;81;0,45;12,95;X360;E;False;2007;23.4;4.563.333.333.333.330;9.116.666.666.666.660;10;11.916.666.666.666.600;57.6;6.451.666.666.666.660;50.483.333.333.333.300;3;50.666.666.666.666.600;0.0;0.0;0.0;0;0.0;8.75;9.433.333.333.333.330;9.0;7;8.216.666.666.666.660
Zoids: Legacy;True;2;False;False;Sports,RPG,Strategy,Role,Racing,Simulation;True;SquareEnix;False;71;0,25;12,95;Sony PSP;E;False;2003;27.973.333.333.333.300;445.2;101.1;6;120.2;6.831.333.333.333.330;6.915.666.666.666.660;6.831.333.333.333.330;2;674.7;8.406.666.666.666.660;10.311.666.666.666.600;76.0;3;6.501.666.666.666.660;60.0;60.0;60.0;1;60.0
MX vs. ATV Reflex;False;1;False;True;Action,Figth,Simulation;True;Atari;False;87;0,24;12,95;Sony PSP;M;True;2009;8.466.666.666.666.660;11.433.333.333.333.300;7.283.333.333.333.330;8;6.683.333.333.333.330;15.0;15.0;15.0;1;15.0;9.25;10.083.333.333.333.300;9.25;2;8.416.666.666.666.660;6.85;7.333.333.333.333.330;7.0;5;6.2
Naruto: Ninja Council 3;False;1;True;False;Sports,RPG,Strategy,Driving,Figth,Racing,Simulation;True;Activision,Sony;False;78;0,21;12,95;Sony PSP;E;True;2006;10.0;10.0;10.0;1;10.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;10.0;10.0;10.0;1;10.0
Destruction Derby Arenas;False;1;True;False;Sports,Figth,Simulation;True;EA;False;75;0,16;12,95;X360;T;False;2004;10.0;10.0;10.0;1;10.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;10.0;10.0;10.0;1;10.0
Downhill Domination;False;2;False;True;Strategy,Figth,Simulation;False;EA;False;76;0,14;12,95;Sony PSP;M;True;2003;9.0;9.5;9.0;2;8.5;8.0;8.0;8.0;1;8.0;0.0;0.0;0.0;0;0.0;10.0;10.0;10.0;1;10.0
Railfan;True;2;True;True;Strategy,Role,Figth,Racing;True;Sony,Ubisoft;True;48;0,09;12,95;X360;T;True;2006;8.833.333.333.333.330;12.7;8.0;11;5.583.333.333.333.330;11.666.666.666.666.600;13.916.666.666.666.600;10.0;6;9.416.666.666.666.660;0.0;0.0;0.0;0;0.0;5.433.333.333.333.330;6.35;6.0;5;4.233.333.333.333.330
Famista '92;True;1;True;True;Sports,Strategy,Role,Figth;True;EA,Sony;True;67;0,07;12,95;Sony PSP;T;False;1991;1.7;37.666.666.666.666.600;14.166.666.666.666.600;21;1.1;3.3;3.3;3.3;1;3.3;4.5;5.25;4.5;2;3.75;1.3;1.85;11.166.666.666.666.600;18;0.9333333333333333
Call of Duty: Ghosts;False;2;True;True;Action,Strategy,Role,Driving;False;Microsoft;True;48;0,05;12,95;Nintendo DS;M;True;2013;6.5;6.5;6.5;1;6.5;6.5;6.5;6.5;1;6.5;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Gallop Racer;False;2;False;False;Sports,RPG,Role,Driving,Figth,Racing,Simulation;True;SquareEnix;True;70;0,05;12,95;Nintendo DS;E;False;1999;8.0;8.0;8.0;1;8.0;8.0;8.0;8.0;1;8.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Digimon All-Star Rumble;False;4;False;True;Action,Strategy,Role,Driving,Figth,Racing,Simulation;True;Microsoft;False;78;0,05;12,95;Sony PSP;M;True;2014;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
World Sports Competition;False;3;False;False;Strategy,Role,Simulation;True;Atari,Namco;False;34;0,04;12,95;X360;E;True;2009;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Blazing Souls;False;2;True;True;Action,RPG,Strategy,Driving,Figth,Racing,Simulation;False;Namco,Sony;True;60;0,03;12,95;X360;T;True;2006;25.883.333.333.333.300;57.25;11.666.666.666.666.600;4;6.883.333.333.333.330;101.0;101.0;101.0;1;101.0;0.0;0.0;0.0;0;0.0;0.85;11.166.666.666.666.600;1.0;3;0.5833333333333334
Moe Moe 2-ji Taisen (Ryoku) * Deluxe;False;4;False;True;RPG,Figth,Racing,Simulation;False;Rockstar;False;66;0,03;12,95;Nintendo DS;E;True;2008;7.5;8.116.666.666.666.660;7.0;3;6.866.666.666.666.660;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;7.5;8.116.666.666.666.660;7.0;3;6.866.666.666.666.660
Shin Megami Tensei: Devil Survivor;True;2;False;False;RPG,Strategy,Role,Driving,Figth;True;Capcom,Rockstar;False;47;0,03;12,95;Sony PSP;E;False;2009;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Monster High: Ghoul Spirit;False;2;True;False;RPG,Figth,Simulation;False;Nintendo,Sega;False;85;3,28;12,95;X360;T;True;2011;15.183.333.333.333.300;56.0;8.833.333.333.333.330;86;7.5;18.9;25.716.666.666.666.600;24.0;5;13.466.666.666.666.600;27.066.666.666.666.600;6.063.333.333.333.330;15.5;29;12.133.333.333.333.300;8.216.666.666.666.660;19.05;8.0;52;5.55
I Spy: Spooky Mansion;False;3;True;False;RPG,Strategy,Figth;False;Namco,Ubisoft;True;90;2,48;12,95;X360;T;False;2010;59.55;7.393.333.333.333.330;5.821.666.666.666.660;15;4.943.333.333.333.330;70.5;7.896.666.666.666.660;6.738.333.333.333.330;4;6.356.666.666.666.660;57.4;64.1;55.0;5;48.1;5.406.666.666.666.660;5.706.666.666.666.660;54.2;6;5.006.666.666.666.660
Blades of Time;False;4;False;True;Action,Strategy,Role,Figth;True;Atari;False;71;0,96;12,95;X360;T;True;2012;25.316.666.666.666.600;42.1;13.1;14;11.95;4.503.333.333.333.330;5.638.333.333.333.330;50.5;5;26.233.333.333.333.300;30.9;3.568.333.333.333.330;30.9;2;26.116.666.666.666.600;9.65;12.4;10.0;7;7.4
Dragon Booster;False;4;True;False;Sports,Strategy,Driving,Figth,Racing;True;Rockstar;False;76;0,86;12,95;Nintendo Wii;M;False;2005;106.0;176.25;17.0;3;35.75;10.0;10.0;10.0;1;10.0;291.0;291.0;291.0;1;291.0;17.0;17.0;17.0;1;17.0
Yoshi Touch & Go;True;2;False;False;Strategy,Driving,Figth,Simulation;False;Rockstar;True;59;0,39;12,95;Nintendo Wii;M;False;2005;25.316.666.666.666.600;42.1;13.1;14;11.95;4.503.333.333.333.330;5.638.333.333.333.330;50.5;5;26.233.333.333.333.300;30.9;3.568.333.333.333.330;30.9;2;26.116.666.666.666.600;9.65;12.4;10.0;7;7.4
Backyard NFL Football;True;2;False;False;Strategy,Role,Driving,Simulation;False;Atari;False;72;0,38;12,95;Sony PSP;T;True;2002;13.601.666.666.666.600;27.756.666.666.666.600;68.0;5;70.0;4.531.333.333.333.330;4.531.333.333.333.330;4.531.333.333.333.330;1;4.531.333.333.333.330;63.0;68.25;68.0;3;57.75;38.0;38.0;38.0;1;38.0
Amagoushi no Yakata;False;1;True;True;Sports,Action,RPG,Driving,Racing,Simulation;False;Capcom;False;66;0,38;12,95;X360;E;True;2007;28.85;49.2;27.0;141;18.866.666.666.666.600;4.253.333.333.333.330;55.25;37.5;12;34.5;29.2;45.25;27.35;102;22.633.333.333.333.300;21.45;28.35;20.0;27;15.266.666.666.666.600
South Park: The Stick of Truth;True;2;True;False;Sports,Strategy,Driving,Simulation;False;Activision;False;73;0,37;12,95;PlayStation 3;E;True;2014;8.133.333.333.333.330;8.133.333.333.333.330;8.133.333.333.333.330;1;8.133.333.333.333.330;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;8.133.333.333.333.330;8.133.333.333.333.330;8.133.333.333.333.330;1;8.133.333.333.333.330
Marvel Super Hero Squad: Comic Combat;False;3;False;True;Sports,RPG,Role,Driving,Figth,Simulation;True;Sony,Ubisoft;True;51;0,36;12,95;X360;E;False;2011;10.85;14.233.333.333.333.300;8.083.333.333.333.330;5;7.816.666.666.666.660;0.0;0.0;0.0;0;0.0;8.083.333.333.333.330;8.083.333.333.333.330;8.083.333.333.333.330;1;8.083.333.333.333.330;11.533.333.333.333.300;15.0;10.5;4;8.6
Rewrite;False;4;False;False;Action,Role,Driving,Simulation;False;Ubisoft;False;70;0,32;12,95;X360;M;True;2014;8.5;11.85;8.916.666.666.666.660;78;6.35;9.066.666.666.666.660;9.516.666.666.666.660;9.0;5;8.516.666.666.666.660;10.2;12.55;10.0;9;8.716.666.666.666.660;8.216.666.666.666.660;10.65;8.4;64;6.15
Vietcong;True;4;True;False;Action,RPG,Strategy,Role,Simulation;True;Rockstar;True;75;0,3;12,95;PlayStation 3;E;True;2003;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Puyo Puyo 7;False;4;True;True;Action,RPG,Strategy,Driving;False;EA;True;27;0,26;12,95;Nintendo Wii;E;False;2009;0.6166666666666667;0.6833333333333333;0.6166666666666667;2;0.55;0.5;0.5;0.5;1;0.5;0.0;0.0;0.0;0;0.0;0.75;0.75;0.75;1;0.75
Mighty No. 9;True;1;False;True;Sports,Strategy,Driving;True;Microsoft,SquareEnix;True;59;0,25;12,95;X360;E;True;2016;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Syberia;False;2;False;False;Sports,RPG,Strategy,Role,Driving;False;Microsoft;True;79;0,22;12,95;PlayStation 3;T;False;2008;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0
Sonic Advance 3;True;3;True;False;Sports,RPG,Strategy,Figth,Racing;True;Activision,Konami;True;79;0,19;12,95;X360;M;False;2004;16.816.666.666.666.600;30.066.666.666.666.600;10.133.333.333.333.300;4;6.916.666.666.666.660;4.668.333.333.333.330;4.668.333.333.333.330;4.668.333.333.333.330;1;4.668.333.333.333.330;0.0;0.0;0.0;0;0.0;6.866.666.666.666.660;11.7;0.5333333333333333;3;2.033.333.333.333.330
